Hidden Layers,Activation Function,Epochs,Learning Rate,Batch Size,MSE
[8],Identity,10,0.001,128,0.20046704
[8],Identity,10,0.001,256,0.1358004
[8],Identity,10,0.001,512,0.27995062
[8],Identity,10,0.0001,16,0.12277883
[8],Identity,10,0.0001,32,0.327005
[8],Identity,10,0.0001,64,0.24137184
[8],Identity,10,0.0001,128,0.5621825
[8],Identity,10,0.0001,256,0.63900435
[8],Identity,10,0.0001,512,0.29181823
[8],Identity,25,0.1,16,0.015819672
[8],Identity,25,0.1,32,0.015724447
[8],Identity,25,0.1,64,0.01613391
[8],Identity,25,0.1,128,0.016246386
[8],Identity,25,0.1,256,0.01614876
[8],Identity,25,0.1,512,0.015802167
[8],Identity,25,0.01,16,0.016009565
[8],Identity,25,0.01,32,0.015787508
[8],Identity,25,0.01,64,0.015879814
[8],Identity,25,0.01,128,0.016476156
[8],Identity,25,0.01,256,0.017293934
[8],Identity,25,0.01,512,0.021914378
[8],Identity,25,0.001,16,0.01734176
[8],Identity,25,0.001,32,0.01723625
[8],Identity,25,0.001,64,0.019413805
[8],Identity,25,0.001,128,0.034487136
[8],Identity,25,0.001,256,0.09705567
[8],Identity,25,0.001,512,0.1175243
[8],Identity,25,0.0001,16,0.045184314
[8],Identity,25,0.0001,32,0.13825366
[8],Identity,25,0.0001,64,0.078500055
[8],Identity,25,0.0001,128,0.4378129
[8],Identity,25,0.0001,256,0.22419359
[8],Identity,25,0.0001,512,0.39825445
[8],Identity,50,0.1,16,0.016200455
[8],Identity,50,0.1,32,0.016400227
[8],Identity,50,0.1,64,0.015941273
[8],Identity,50,0.1,128,0.015747137
[8],Identity,50,0.1,256,0.015853606
[8],Identity,50,0.1,512,0.01595744
[8],Identity,50,0.01,16,0.015759118
[8],Identity,50,0.01,32,0.015728638
[8],Identity,50,0.01,64,0.015984865
[8],Identity,50,0.01,128,0.015660726
[8],Identity,50,0.01,256,0.0161692
[8],Identity,50,0.01,512,0.018165674
[8],Identity,50,0.001,16,0.015769156
[8],Identity,50,0.001,32,0.016573533
[8],Identity,50,0.001,64,0.018412597
[8],Identity,50,0.001,128,0.023004457
[8],Identity,50,0.001,256,0.043393273
[8],Identity,50,0.001,512,0.11006331
[8],Identity,50,0.0001,16,0.026091907
[8],Identity,50,0.0001,32,0.07208663
[8],Identity,50,0.0001,64,0.08446862
[8],Identity,50,0.0001,128,0.052099988
[8],Identity,50,0.0001,256,0.47141278
[8],Identity,50,0.0001,512,0.17446864
[8],Identity,100,0.1,16,0.015793508
[8],Identity,100,0.1,32,0.015984807
[8],Identity,100,0.1,64,0.015795775
[8],Identity,100,0.1,128,0.015933018
[8],Identity,100,0.1,256,0.015821073
[8],Identity,100,0.1,512,0.01592945
[8],Identity,100,0.01,16,0.015809271
[8],Identity,100,0.01,32,0.015782643
[8],Identity,100,0.01,64,0.01575554
[8],Identity,100,0.01,128,0.01631513
[8],Identity,100,0.01,256,0.016042056
[8],Identity,100,0.01,512,0.016934015
[8],Identity,100,0.001,16,0.016463615
[8],Identity,100,0.001,32,0.016722199
[8],Identity,100,0.001,64,0.016001498
[8],Identity,100,0.001,128,0.017619183
[8],Identity,100,0.001,256,0.018555742
[8],Identity,100,0.001,512,0.028377289
[8],Identity,100,0.0001,16,0.017768977
[8],Identity,100,0.0001,32,0.023918191
[8],Identity,100,0.0001,64,0.03529231
[8],Identity,100,0.0001,128,0.16423535
[8],Identity,100,0.0001,256,0.37704834
[8],Identity,100,0.0001,512,0.30830503
[8],Identity,250,0.1,16,0.015753556
[8],Identity,250,0.1,32,0.016381238
[8],Identity,250,0.1,64,0.015979456
[8],Identity,250,0.1,128,0.01603776
[8],Identity,250,0.1,256,0.015806312
[8],Identity,250,0.1,512,0.015834711
[8],Identity,250,0.01,16,0.015867706
[8],Identity,250,0.01,32,0.015921766
[8],Identity,250,0.01,64,0.015811164
[8],Identity,250,0.01,128,0.015747702
[8],Identity,250,0.01,256,0.015799357
[8],Identity,250,0.01,512,0.016410204
[8],Identity,250,0.001,16,0.015874373
[8],Identity,250,0.001,32,0.016102279
[8],Identity,250,0.001,64,0.01558907
[8],Identity,250,0.001,128,0.016036864
[8],Identity,250,0.001,256,0.017599355
[8],Identity,250,0.001,512,0.021785075
[8],Identity,250,0.0001,16,0.017675793
[8],Identity,250,0.0001,32,0.016972736
[8],Identity,250,0.0001,64,0.019390186
[8],Identity,250,0.0001,128,0.038776923
[8],Identity,250,0.0001,256,0.048106685
[8],Identity,250,0.0001,512,0.1331818
[8],Sigmoid,1,0.1,16,0.018098637
[8],Sigmoid,1,0.1,32,0.01807875
[8],Sigmoid,1,0.1,64,0.021669835
[8],Sigmoid,1,0.1,128,0.017696016
[8],Sigmoid,1,0.1,256,0.021313628
[8],Sigmoid,1,0.1,512,0.034921013
[8],Sigmoid,1,0.01,16,0.021855261
[8],Sigmoid,1,0.01,32,0.02571808
[8],Sigmoid,1,0.01,64,0.02587649
[8],Sigmoid,1,0.01,128,0.04969124
[8],Sigmoid,1,0.01,256,0.059143998
[8],Sigmoid,1,0.01,512,0.11278926
[8],Sigmoid,1,0.001,16,0.045086216
[8],Sigmoid,1,0.001,32,0.08391001
[8],Sigmoid,1,0.001,64,0.38066572
[8],Sigmoid,1,0.001,128,0.11215244
[8],Sigmoid,1,0.001,256,0.024514638
[8],Sigmoid,1,0.001,512,0.11732375
[8],Sigmoid,1,0.0001,16,0.097229175
[8],Sigmoid,1,0.0001,32,0.13827215
[8],Sigmoid,1,0.0001,64,1.4458499
[8],Sigmoid,1,0.0001,128,0.33230615
[8],Sigmoid,1,0.0001,256,0.11910618
[8],Sigmoid,1,0.0001,512,0.07465901
[8],Sigmoid,10,0.1,16,0.015943475
[8],Sigmoid,10,0.1,32,0.016450979
[8],Sigmoid,10,0.1,64,0.01639252
[8],Sigmoid,10,0.1,128,0.016609868
[8],Sigmoid,10,0.1,256,0.01640973
[8],Sigmoid,10,0.1,512,0.018289028
[8],Sigmoid,10,0.01,16,0.017087515
[8],Sigmoid,10,0.01,32,0.017496068
[8],Sigmoid,10,0.01,64,0.01891536
[8],Sigmoid,10,0.01,128,0.02108094
[8],Sigmoid,10,0.01,256,0.01945027
[8],Sigmoid,10,0.01,512,0.026196443
[8],Sigmoid,10,0.001,16,0.021526126
[8],Sigmoid,10,0.001,32,0.022819709
[8],Sigmoid,10,0.001,64,0.02428578
[8],Sigmoid,10,0.001,128,0.022510255
[8],Sigmoid,10,0.001,256,0.03429613
[8],Sigmoid,10,0.001,512,0.040544562
[8],Sigmoid,10,0.0001,16,0.05355204
[8],Sigmoid,10,0.0001,32,0.03173737
[8],Sigmoid,10,0.0001,64,0.288048
[8],Sigmoid,10,0.0001,128,0.3227631
[8],Sigmoid,10,0.0001,256,0.8493892
[8],Sigmoid,10,0.0001,512,0.44192183
[8],Sigmoid,25,0.1,16,0.016136037
[8],Sigmoid,25,0.1,32,0.016506363
[8],Sigmoid,25,0.1,64,0.015642839
[8],Sigmoid,25,0.1,128,0.01603913
[8],Sigmoid,25,0.1,256,0.016640803
[8],Sigmoid,25,0.1,512,0.01657664
[8],Sigmoid,25,0.01,16,0.016431306
[8],Sigmoid,25,0.01,32,0.016769245
[8],Sigmoid,25,0.01,64,0.016938888
[8],Sigmoid,25,0.01,128,0.018434837
[8],Sigmoid,25,0.01,256,0.025870133
[8],Sigmoid,25,0.01,512,0.027124185
[8],Sigmoid,25,0.001,16,0.019671744
[8],Sigmoid,25,0.001,32,0.020258106
[8],Sigmoid,25,0.001,64,0.020946324
[8],Sigmoid,25,0.001,128,0.031378783
[8],Sigmoid,25,0.001,256,0.02564626
[8],Sigmoid,25,0.001,512,0.077732116
[8],Sigmoid,25,0.0001,16,0.028928967
[8],Sigmoid,25,0.0001,32,0.031577088
[8],Sigmoid,25,0.0001,64,0.089364655
[8],Sigmoid,25,0.0001,128,0.024263777
[8],Sigmoid,25,0.0001,256,0.41075262
[8],Sigmoid,25,0.0001,512,0.15121077
[8],Sigmoid,50,0.1,16,0.014848455
[8],Sigmoid,50,0.1,32,0.01599033
[8],Sigmoid,50,0.1,64,0.01617033
[8],Sigmoid,50,0.1,128,0.016190289
[8],Sigmoid,50,0.1,256,0.015884696
[8],Sigmoid,50,0.1,512,0.01599166
[8],Sigmoid,50,0.01,16,0.01583966
[8],Sigmoid,50,0.01,32,0.015846366
[8],Sigmoid,50,0.01,64,0.015835542
[8],Sigmoid,50,0.01,128,0.0167586
[8],Sigmoid,50,0.01,256,0.018768186
[8],Sigmoid,50,0.01,512,0.02261147
[8],Sigmoid,50,0.001,16,0.017962703
[8],Sigmoid,50,0.001,32,0.01810766
[8],Sigmoid,50,0.001,64,0.020982156
[8],Sigmoid,50,0.001,128,0.026220847
[8],Sigmoid,50,0.001,256,0.025904316
[8],Sigmoid,50,0.001,512,0.026243595
[8],Sigmoid,50,0.0001,16,0.025686217
[8],Sigmoid,50,0.0001,32,0.02236787
[8],Sigmoid,50,0.0001,64,0.040822525
[8],Sigmoid,50,0.0001,128,0.02775346
[8],Sigmoid,50,0.0001,256,0.059542533
[8],Sigmoid,50,0.0001,512,0.49673966
[8],Sigmoid,100,0.1,16,0.016594885
[8],Sigmoid,100,0.1,32,0.016390355
[8],Sigmoid,100,0.1,64,0.017001513
[8],Sigmoid,100,0.1,128,0.015797317
[8],Sigmoid,100,0.1,256,0.01589346
[8],Sigmoid,100,0.1,512,0.016179055
[8],Sigmoid,100,0.01,16,0.015718196
[8],Sigmoid,100,0.01,32,0.015888276
[8],Sigmoid,100,0.01,64,0.015903007
[8],Sigmoid,100,0.01,128,0.016597519
[8],Sigmoid,100,0.01,256,0.019565007
[8],Sigmoid,100,0.01,512,0.01877809
[8],Sigmoid,100,0.001,16,0.015919069
[8],Sigmoid,100,0.001,32,0.020664185
[8],Sigmoid,100,0.001,64,0.01973418
[8],Sigmoid,100,0.001,128,0.018802676
[8],Sigmoid,100,0.001,256,0.02119385
[8],Sigmoid,100,0.001,512,0.034442417
[8],Sigmoid,100,0.0001,16,0.024175527
[8],Sigmoid,100,0.0001,32,0.021960555
[8],Sigmoid,100,0.0001,64,0.035573598
[8],Sigmoid,100,0.0001,128,0.035466626
[8],Sigmoid,100,0.0001,256,0.024975715
[8],Sigmoid,100,0.0001,512,0.21043172
[8],Sigmoid,250,0.1,16,0.015403894
[8],Sigmoid,250,0.1,32,0.014717311
[8],Sigmoid,250,0.1,64,0.01496032
[8],Sigmoid,250,0.1,128,0.015534776
[8],Sigmoid,250,0.1,256,0.015521153
[8],Sigmoid,250,0.1,512,0.01581264
[8],Sigmoid,250,0.01,16,0.01522703
[8],Sigmoid,250,0.01,32,0.015791122
[8],Sigmoid,250,0.01,64,0.015814358
[8],Sigmoid,250,0.01,128,0.016009802
[8],Sigmoid,250,0.01,256,0.016006634
[8],Sigmoid,250,0.01,512,0.017018143
[8],Sigmoid,250,0.001,16,0.016794633
[8],Sigmoid,250,0.001,32,0.018190062
[8],Sigmoid,250,0.001,64,0.017282257
[8],Sigmoid,250,0.001,128,0.019652093
[8],Sigmoid,250,0.001,256,0.020629952
[8],Sigmoid,250,0.001,512,0.023781283
[8],Sigmoid,250,0.0001,16,0.019575404
[8],Sigmoid,250,0.0001,32,0.02034637
[8],Sigmoid,250,0.0001,64,0.025307426
[8],Sigmoid,250,0.0001,128,0.028015643
[8],Sigmoid,250,0.0001,256,0.031292282
[8],Sigmoid,250,0.0001,512,0.036005255
[8],ReLU,1,0.1,16,0.017540803
[8],ReLU,1,0.1,32,0.018148609
[8],ReLU,1,0.1,64,0.022002475
[8],ReLU,1,0.1,128,0.023693217
[8],ReLU,1,0.1,256,0.03156615
[8],ReLU,1,0.1,512,0.04783419
[8],ReLU,1,0.01,16,0.024695035
[8],ReLU,1,0.01,32,0.03265399
[8],ReLU,1,0.01,64,0.03827253
[8],ReLU,1,0.01,128,0.09658673
[8],ReLU,1,0.01,256,0.3970355
[8],ReLU,1,0.01,512,0.06453954
[8],ReLU,1,0.001,16,0.059231877
[8],ReLU,1,0.001,32,0.109714285
[8],ReLU,1,0.001,64,0.19750787
[8],ReLU,1,0.001,128,0.75885534
[8],ReLU,1,0.001,256,0.6440698
[8],ReLU,1,0.001,512,0.21782345
[8],ReLU,1,0.0001,16,0.42447516
[8],ReLU,1,0.0001,32,0.29644588
[8],ReLU,1,0.0001,64,0.1982161
[8],ReLU,1,0.0001,128,0.6502446
[8],ReLU,1,0.0001,256,0.72448224
[8],ReLU,1,0.0001,512,0.2228494
[8],ReLU,10,0.1,16,0.015397261
[8],ReLU,10,0.1,32,0.018230533
[8],ReLU,10,0.1,64,0.015485685
[8],ReLU,10,0.1,128,0.0159778
[8],ReLU,10,0.1,256,0.017416682
[8],ReLU,10,0.1,512,0.018122576
[8],ReLU,10,0.01,16,0.017667742
[8],ReLU,10,0.01,32,0.017346147
[8],ReLU,10,0.01,64,0.017835677
[8],ReLU,10,0.01,128,0.023866193
[8],ReLU,10,0.01,256,0.026978996
[8],ReLU,10,0.01,512,0.03826537
[8],ReLU,10,0.001,16,0.03646997
[8],ReLU,10,0.001,32,0.032035094
[8],ReLU,10,0.001,64,0.054236066
[8],ReLU,10,0.001,128,0.1152971
[8],ReLU,10,0.001,256,0.15914905
[8],ReLU,10,0.001,512,0.30329227
[8],ReLU,10,0.0001,16,0.13381991
[8],ReLU,10,0.0001,32,0.081853576
[8],ReLU,10,0.0001,64,0.09486029
[8],ReLU,10,0.0001,128,0.60297364
[8],ReLU,10,0.0001,256,0.22178492
[8],ReLU,10,0.0001,512,0.31385854
[8],ReLU,25,0.1,16,0.014150779
[8],ReLU,25,0.1,32,0.015330439
[8],ReLU,25,0.1,64,0.014673831
[8],ReLU,25,0.1,128,0.01718049
[8],ReLU,25,0.1,256,0.015818037
[8],ReLU,25,0.1,512,0.015599185
[8],ReLU,25,0.01,16,0.015625127
[8],ReLU,25,0.01,32,0.016698172
[8],ReLU,25,0.01,64,0.01857886
[8],ReLU,25,0.01,128,0.019564481
[8],ReLU,25,0.01,256,0.021928566
[8],ReLU,25,0.01,512,0.02836915
[8],ReLU,25,0.001,16,0.02277743
[8],ReLU,25,0.001,32,0.023778815
[8],ReLU,25,0.001,64,0.03417676
[8],ReLU,25,0.001,128,0.040640067
[8],ReLU,25,0.001,256,0.051288653
[8],ReLU,25,0.001,512,0.11734253
[8],ReLU,25,0.0001,16,0.040856976
[8],ReLU,25,0.0001,32,0.12490097
[8],ReLU,25,0.0001,64,0.23553894
[8],ReLU,25,0.0001,128,0.07527377
[8],ReLU,25,0.0001,256,0.102784574
[8],ReLU,25,0.0001,512,0.52913773
[8],ReLU,50,0.1,16,0.014203512
[8],ReLU,50,0.1,32,0.014413978
[8],ReLU,50,0.1,64,0.013886335
[8],ReLU,50,0.1,128,0.014684272
[8],ReLU,50,0.1,256,0.015331966
[8],ReLU,50,0.1,512,0.01496728
[8],ReLU,50,0.01,16,0.015006922
[8],ReLU,50,0.01,32,0.015696494
[8],ReLU,50,0.01,64,0.01662888
[8],ReLU,50,0.01,128,0.017706778
[8],ReLU,50,0.01,256,0.020363497
[8],ReLU,50,0.01,512,0.02674366
[8],ReLU,50,0.001,16,0.018958831
[8],ReLU,50,0.001,32,0.018836679
[8],ReLU,50,0.001,64,0.02410626
[8],ReLU,50,0.001,128,0.04028321
[8],ReLU,50,0.001,256,0.036599193
[8],ReLU,50,0.001,512,0.045756932
[8],ReLU,50,0.0001,16,0.047691394
[8],ReLU,50,0.0001,32,0.061437618
[8],ReLU,50,0.0001,64,0.072701
[8],ReLU,50,0.0001,128,0.07058342
[8],ReLU,50,0.0001,256,0.1771537
[8],ReLU,50,0.0001,512,0.48389295
[8],ReLU,100,0.1,16,0.014320498
[8],ReLU,100,0.1,32,0.014046778
[8],ReLU,100,0.1,64,0.014431022
[8],ReLU,100,0.1,128,0.0150085315
[8],ReLU,100,0.1,256,0.015159298
[8],ReLU,100,0.1,512,0.015448946
[8],ReLU,100,0.01,16,0.014236343
[8],ReLU,100,0.01,32,0.014704329
[8],ReLU,100,0.01,64,0.015575481
[8],ReLU,100,0.01,128,0.01572406
[8],ReLU,100,0.01,256,0.01835718
[8],ReLU,100,0.01,512,0.019069586
[8],ReLU,100,0.001,16,0.017598875
[8],ReLU,100,0.001,32,0.017690882
[8],ReLU,100,0.001,64,0.021147171
[8],ReLU,100,0.001,128,0.024931595
[8],ReLU,100,0.001,256,0.034368064
[8],ReLU,100,0.001,512,0.0414918
[8],ReLU,100,0.0001,16,0.026653428
[8],ReLU,100,0.0001,32,0.04195099
[8],ReLU,100,0.0001,64,0.041716352
[8],ReLU,100,0.0001,128,0.09823477
[8],ReLU,100,0.0001,256,0.067564
[8],ReLU,100,0.0001,512,0.10671839
[8],ReLU,250,0.1,16,0.014509701
[8],ReLU,250,0.1,32,0.014031719
[8],ReLU,250,0.1,64,0.014416777
[8],ReLU,250,0.1,128,0.014227012
[8],ReLU,250,0.1,256,0.014393901
[8],ReLU,250,0.1,512,0.014829891
[8],ReLU,250,0.01,16,0.014365593
[8],ReLU,250,0.01,32,0.014376567
[8],ReLU,250,0.01,64,0.014787155
[8],ReLU,250,0.01,128,0.015180602
[8],ReLU,250,0.01,256,0.016426262
[8],ReLU,250,0.01,512,0.017087903
[8],ReLU,250,0.001,16,0.015822653
[8],ReLU,250,0.001,32,0.016907731
[8],ReLU,250,0.001,64,0.017635979
[8],ReLU,250,0.001,128,0.019260133
[8],ReLU,250,0.001,256,0.024712259
[8],ReLU,250,0.001,512,0.03671517
[8],ReLU,250,0.0001,16,0.022038609
[8],ReLU,250,0.0001,32,0.0292279
[8],ReLU,250,0.0001,64,0.048759807
[8],ReLU,250,0.0001,128,0.05202571
[8],ReLU,250,0.0001,256,0.05866534
[8],ReLU,250,0.0001,512,0.18702209
[8],Tanh,1,0.1,16,0.016079111
[8],Tanh,1,0.1,32,0.01618204
[8],Tanh,1,0.1,64,0.016948553
[8],Tanh,1,0.1,128,0.01869578
[8],Tanh,1,0.1,256,0.024629608
[8],Tanh,1,0.1,512,0.045130856
[8],Tanh,1,0.01,16,0.018420735
[8],Tanh,1,0.01,32,0.03440109
[8],Tanh,1,0.01,64,0.042088438
[8],Tanh,1,0.01,128,0.06721084
[8],Tanh,1,0.01,256,0.24453203
[8],Tanh,1,0.01,512,0.1486377
[8],Tanh,1,0.001,16,0.053907905
[8],Tanh,1,0.001,32,0.09220003
[8],Tanh,1,0.001,64,0.11330906
[8],Tanh,1,0.001,128,0.0849409
[8],Tanh,1,0.001,256,0.15657611
[8],Tanh,1,0.001,512,0.25634947
[8],Tanh,1,0.0001,16,0.24281563
[8],Tanh,1,0.0001,32,0.11343975
[8],Tanh,1,0.0001,64,0.10719436
[8],Tanh,1,0.0001,128,0.13686842
[8],Tanh,1,0.0001,256,0.27169895
[8],Tanh,1,0.0001,512,0.07872456
[8],Tanh,10,0.1,16,0.01569276
[8],Tanh,10,0.1,32,0.015691373
[8],Tanh,10,0.1,64,0.016038623
[8],Tanh,10,0.1,128,0.015879573
[8],Tanh,10,0.1,256,0.017274132
[8],Tanh,10,0.1,512,0.016669488
[8],Tanh,10,0.01,16,0.015895367
[8],Tanh,10,0.01,32,0.016684325
[8],Tanh,10,0.01,64,0.016557725
[8],Tanh,10,0.01,128,0.019980531
[8],Tanh,10,0.01,256,0.022082835
[8],Tanh,10,0.01,512,0.03133228
[8],Tanh,10,0.001,16,0.027083075
[8],Tanh,10,0.001,32,0.025291143
[8],Tanh,10,0.001,64,0.05761216
[8],Tanh,10,0.001,128,0.06842122
[8],Tanh,10,0.001,256,0.33817977
[8],Tanh,10,0.001,512,0.21923119
[8],Tanh,10,0.0001,16,0.2281923
[8],Tanh,10,0.0001,32,0.23513594
[8],Tanh,10,0.0001,64,0.10046726
[8],Tanh,10,0.0001,128,0.31888777
[8],Tanh,10,0.0001,256,0.15085328
[8],Tanh,10,0.0001,512,0.6517952
[8],Tanh,25,0.1,16,0.015152166
[8],Tanh,25,0.1,32,0.014636953
[8],Tanh,25,0.1,64,0.0147345085
[8],Tanh,25,0.1,128,0.015643194
[8],Tanh,25,0.1,256,0.015803613
[8],Tanh,25,0.1,512,0.016035741
[8],Tanh,25,0.01,16,0.01554885
[8],Tanh,25,0.01,32,0.01573596
[8],Tanh,25,0.01,64,0.016905822
[8],Tanh,25,0.01,128,0.016307307
[8],Tanh,25,0.01,256,0.018244017
[8],Tanh,25,0.01,512,0.018834528
[8],Tanh,25,0.001,16,0.017190536
[8],Tanh,25,0.001,32,0.026188405
[8],Tanh,25,0.001,64,0.03045076
[8],Tanh,25,0.001,128,0.053686865
[8],Tanh,25,0.001,256,0.055263482
[8],Tanh,25,0.001,512,0.13309595
[8],Tanh,25,0.0001,16,0.048245985
[8],Tanh,25,0.0001,32,0.13417208
[8],Tanh,25,0.0001,64,0.28614542
[8],Tanh,25,0.0001,128,0.3162314
[8],Tanh,25,0.0001,256,0.4499553
[8],Tanh,25,0.0001,512,0.31553182
[8],Tanh,50,0.1,16,0.014629623
[8],Tanh,50,0.1,32,0.014659255
[8],Tanh,50,0.1,64,0.014898131
[8],Tanh,50,0.1,128,0.015561872
[8],Tanh,50,0.1,256,0.015462342
[8],Tanh,50,0.1,512,0.015705422
[8],Tanh,50,0.01,16,0.015219025
[8],Tanh,50,0.01,32,0.015287613
[8],Tanh,50,0.01,64,0.016047908
[8],Tanh,50,0.01,128,0.017396215
[8],Tanh,50,0.01,256,0.01723138
[8],Tanh,50,0.01,512,0.018330548
[8],Tanh,50,0.001,16,0.015872333
[8],Tanh,50,0.001,32,0.016262146
[8],Tanh,50,0.001,64,0.017377766
[8],Tanh,50,0.001,128,0.026920758
[8],Tanh,50,0.001,256,0.041102313
[8],Tanh,50,0.001,512,0.074552886
[8],Tanh,50,0.0001,16,0.034418933
[8],Tanh,50,0.0001,32,0.04180876
[8],Tanh,50,0.0001,64,0.07993734
[8],Tanh,50,0.0001,128,0.48351642
[8],Tanh,50,0.0001,256,0.48641124
[8],Tanh,50,0.0001,512,0.12971696
[8],Tanh,100,0.1,16,0.014748007
[8],Tanh,100,0.1,32,0.014783411
[8],Tanh,100,0.1,64,0.01443365
[8],Tanh,100,0.1,128,0.015304866
[8],Tanh,100,0.1,256,0.01506726
[8],Tanh,100,0.1,512,0.015325105
[8],Tanh,100,0.01,16,0.014971801
[8],Tanh,100,0.01,32,0.015617506
[8],Tanh,100,0.01,64,0.01593383
[8],Tanh,100,0.01,128,0.016307164
[8],Tanh,100,0.01,256,0.016592765
[8],Tanh,100,0.01,512,0.015958654
[8],Tanh,100,0.001,16,0.016597845
[8],Tanh,100,0.001,32,0.016192662
[8],Tanh,100,0.001,64,0.016704999
[8],Tanh,100,0.001,128,0.017537978
[8],Tanh,100,0.001,256,0.025693668
[8],Tanh,100,0.001,512,0.029979173
[8],Tanh,100,0.0001,16,0.022697624
[8],Tanh,100,0.0001,32,0.024273098
[8],Tanh,100,0.0001,64,0.040201094
[8],Tanh,100,0.0001,128,0.09750074
[8],Tanh,100,0.0001,256,0.20712712
[8],Tanh,100,0.0001,512,0.13766426
[8],Tanh,250,0.1,16,0.014026432
[8],Tanh,250,0.1,32,0.013798745
[8],Tanh,250,0.1,64,0.014379598
[8],Tanh,250,0.1,128,0.014852429
[8],Tanh,250,0.1,256,0.014855316
[8],Tanh,250,0.1,512,0.014926848
[8],Tanh,250,0.01,16,0.0150849605
[8],Tanh,250,0.01,32,0.014644269
[8],Tanh,250,0.01,64,0.015808558
[8],Tanh,250,0.01,128,0.015654083
[8],Tanh,250,0.01,256,0.015645415
[8],Tanh,250,0.01,512,0.01609573
[8],Tanh,250,0.001,16,0.015348366
[8],Tanh,250,0.001,32,0.01585791
[8],Tanh,250,0.001,64,0.016300566
[8],Tanh,250,0.001,128,0.017349096
[8],Tanh,250,0.001,256,0.019304069
[8],Tanh,250,0.001,512,0.024195189
[8],Tanh,250,0.0001,16,0.019416567
[8],Tanh,250,0.0001,32,0.019719332
[8],Tanh,250,0.0001,64,0.023607153
[8],Tanh,250,0.0001,128,0.050693378
[8],Tanh,250,0.0001,256,0.0705092
[8],Tanh,250,0.0001,512,0.25823742
[16],Identity,1,0.1,16,0.016773703
[16],Identity,1,0.1,32,0.016426079
[16],Identity,1,0.1,64,0.017585915
[16],Identity,1,0.1,128,0.017327048
[16],Identity,1,0.1,256,0.018178096
[16],Identity,1,0.1,512,0.029743515
[16],Identity,1,0.01,16,0.016221136
[16],Identity,1,0.01,32,0.021439843
[16],Identity,1,0.01,64,0.028753074
[16],Identity,1,0.01,128,0.08214778
[16],Identity,1,0.01,256,0.08592157
[16],Identity,1,0.01,512,0.3418782
[16],Identity,1,0.001,16,0.09361737
[16],Identity,1,0.001,32,0.228245
[16],Identity,1,0.001,64,0.19104302
[16],Identity,1,0.001,128,0.13893165
[16],Identity,1,0.001,256,0.38283515
[16],Identity,1,0.001,512,0.32690957
[16],Identity,1,0.0001,16,0.41187146
[16],Identity,1,0.0001,32,0.17734204
[16],Identity,1,0.0001,64,0.30379438
[16],Identity,1,0.0001,128,0.4693079
[16],Identity,1,0.0001,256,0.40173134
[16],Identity,1,0.0001,512,0.65542084
[16],Identity,10,0.1,16,0.016505413
[16],Identity,10,0.1,32,0.016812965
[16],Identity,10,0.1,64,0.018300166
[16],Identity,10,0.1,128,0.015720204
[16],Identity,10,0.1,256,0.016096108
[16],Identity,10,0.1,512,0.016317284
[16],Identity,10,0.01,16,0.015891867
[16],Identity,10,0.01,32,0.01594964
[16],Identity,10,0.01,64,0.016194483
[16],Identity,10,0.01,128,0.01599892
[16],Identity,10,0.01,256,0.020753182
[16],Identity,10,0.01,512,0.024695685
[16],Identity,10,0.001,16,0.019713555
[16],Identity,10,0.001,32,0.020990418
[16],Identity,10,0.001,64,0.044481456
[16],Identity,10,0.001,128,0.059362568
[16],Identity,10,0.001,256,0.20974763
[16],Identity,10,0.001,512,0.22815013
[16],Identity,10,0.0001,16,0.14692985
[16],Identity,10,0.0001,32,0.08498609
[16],Identity,10,0.0001,64,0.15794635
[16],Identity,10,0.0001,128,0.38201424
[16],Identity,10,0.0001,256,0.23701935
[16],Identity,10,0.0001,512,0.1778083
[16],Identity,25,0.1,16,0.016565425
[16],Identity,25,0.1,32,0.018028663
[16],Identity,25,0.1,64,0.016899662
[16],Identity,25,0.1,128,0.016274398
[16],Identity,25,0.1,256,0.015739718
[16],Identity,25,0.1,512,0.016179271
[16],Identity,25,0.01,16,0.016235057
[16],Identity,25,0.01,32,0.015902184
[16],Identity,25,0.01,64,0.016012812
[16],Identity,25,0.01,128,0.015767036
[16],Identity,25,0.01,256,0.016712654
[16],Identity,25,0.01,512,0.021366945
[16],Identity,25,0.001,16,0.015972875
[16],Identity,25,0.001,32,0.017050857
[16],Identity,25,0.001,64,0.02170376
[16],Identity,25,0.001,128,0.040059865
[16],Identity,25,0.001,256,0.051325504
[16],Identity,25,0.001,512,0.09333367
[16],Identity,25,0.0001,16,0.045523703
[16],Identity,25,0.0001,32,0.03196711
[16],Identity,25,0.0001,64,0.11010854
[16],Identity,25,0.0001,128,0.35522938
[16],Identity,25,0.0001,256,0.45384136
[16],Identity,25,0.0001,512,0.37576634
[16],Identity,50,0.1,16,0.016478566
[16],Identity,50,0.1,32,0.015901681
[16],Identity,50,0.1,64,0.01793416
[16],Identity,50,0.1,128,0.01568136
[16],Identity,50,0.1,256,0.0155510465
[16],Identity,50,0.1,512,0.015730646
[16],Identity,50,0.01,16,0.015638664
[16],Identity,50,0.01,32,0.016016943
[16],Identity,50,0.01,64,0.01594845
[16],Identity,50,0.01,128,0.016360115
[16],Identity,50,0.01,256,0.016439632
[16],Identity,50,0.01,512,0.016162392
[16],Identity,50,0.001,16,0.016038781
[16],Identity,50,0.001,32,0.016456727
